Id,NoF,Area,Street,Utilities,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,Foundation,GarageType,PoolQC,SalePrice
1030,160,1680,Pave,AllPub,BrDale,Twnhs,2Story,6,7,1972,CBlock,Detchd,NA,118000
1031,190,7082,Pave,AllPub,SWISU,2fmCon,2Story,5,8,1916,PConc,NA,NA,160000
1032,75,15863,Pave,AllPub,SWISU,1Fam,2.5Fin,7,3,1920,BrkTil,Basment,NA,197000
1033,60,14541,Pave,AllPub,NoRidge,1Fam,2Story,8,7,1993,PConc,Attchd,NA,310000
1034,20,8125,Pave,AllPub,CollgCr,1Fam,1Story,7,5,2002,PConc,Attchd,NA,230000
1035,30,6305,Pave,AllPub,Crawfor,1Fam,1Story,5,7,1938,PConc,Basment,NA,119750
1036,20,11500,Pave,AllPub,Edwards,1Fam,1Story,4,3,1957,Slab,Detchd,NA,84000
1037,20,12898,Pave,AllPub,Timber,1Fam,1Story,9,5,2007,PConc,Attchd,NA,315500
1038,60,9240,Pave,AllPub,CollgCr,1Fam,2Story,8,5,2001,PConc,BuiltIn,NA,287000
1039,160,1533,Pave,AllPub,MeadowV,Twnhs,2Story,4,6,1970,CBlock,NA,NA,97000
1040,180,1477,Pave,AllPub,MeadowV,TwnhsE,SFoyer,4,4,1970,CBlock,Attchd,NA,80000
1041,20,13125,Pave,AllPub,Sawyer,1Fam,1Story,5,4,1957,CBlock,Attchd,NA,155000
1042,60,9130,Pave,AllPub,NWAmes,1Fam,2Story,6,8,1966,CBlock,Attchd,NA,173000
1043,120,5381,Pave,AllPub,NridgHt,Twnhs,1Story,6,5,2005,PConc,Attchd,NA,196000
1044,60,11839,Pave,AllPub,SawyerW,1Fam,2Story,7,5,1990,PConc,Attchd,NA,262280
1045,20,9600,Pave,AllPub,NWAmes,1Fam,1Story,8,5,1981,PConc,Attchd,NA,278000
1046,20,13680,Pave,AllPub,Edwards,1Fam,1Story,3,5,1955,Slab,Attchd,NA,139600
1047,60,16056,Pave,AllPub,StoneBr,1Fam,2Story,9,5,2005,PConc,BuiltIn,NA,556581
1048,20,9245,Pave,AllPub,CollgCr,1Fam,1Story,5,5,1994,PConc,Detchd,NA,145000
1049,20,21750,Pave,AllPub,Mitchel,1Fam,1Story,5,4,1960,Slab,Attchd,NA,115000
1050,20,11100,Pave,AllPub,Edwards,1Fam,1Story,4,7,1946,CBlock,Detchd,NA,84900
1051,20,8993,Pave,AllPub,Gilbert,1Fam,1Story,7,5,2007,PConc,Attchd,NA,176485
1052,20,11175,Pave,AllPub,CollgCr,1Fam,1Story,7,5,2007,PConc,Attchd,NA,200141
1053,60,9500,Pave,AllPub,NAmes,1Fam,2Story,6,6,1964,CBlock,Attchd,NA,165000
1054,20,8562,Pave,AllPub,Edwards,1Fam,1Story,5,6,1957,CBlock,Basment,NA,144500
1055,60,11367,Pave,AllPub,CollgCr,1Fam,2Story,8,5,2002,PConc,Attchd,NA,255000
1056,20,11361,Pave,AllPub,NWAmes,1Fam,1Story,6,5,1976,CBlock,Attchd,NA,180000
1057,120,7052,Pave,AllPub,NridgHt,TwnhsE,1Story,7,5,2005,PConc,Attchd,NA,185850
1058,60,29959,Pave,AllPub,NoRidge,1Fam,2Story,7,6,1994,PConc,BuiltIn,NA,248000
1059,60,11308,Pave,AllPub,NridgHt,1Fam,2Story,9,5,2008,PConc,Attchd,NA,335000
1060,50,11275,Pave,AllPub,Crawfor,1Fam,1.5Fin,6,7,1932,CBlock,Detchd,NA,220000
1061,120,4920,Pave,AllPub,StoneBr,TwnhsE,1Story,8,5,2001,PConc,Attchd,NA,213500
1062,30,18000,Grvl,AllPub,IDOTRR,1Fam,1Story,3,4,1935,CBlock,Detchd,NA,81000
1063,190,13600,Pave,AllPub,OldTown,2fmCon,2Story,5,5,1900,BrkTil,Detchd,NA,90000
1064,30,6000,Pave,AllPub,OldTown,1Fam,1Story,6,6,1925,BrkTil,Detchd,NA,110500
1065,20,11000,Pave,AllPub,NAmes,1Fam,1Story,5,6,1966,CBlock,Attchd,NA,154000
1066,60,14000,Pave,AllPub,ClearCr,1Fam,2Story,7,5,1996,PConc,Attchd,NA,328000
1067,60,7837,Pave,AllPub,Gilbert,1Fam,2Story,6,7,1993,PConc,Attchd,NA,178000
1068,60,9760,Pave,AllPub,NAmes,1Fam,2Story,6,6,1964,CBlock,Attchd,NA,167900
1069,160,3964,Pave,AllPub,MeadowV,TwnhsE,2Story,6,4,1973,CBlock,Attchd,NA,151400
1070,45,9600,Pave,AllPub,NAmes,1Fam,1.5Unf,5,7,1949,CBlock,Detchd,NA,135000
1071,20,10152,Pave,AllPub,NAmes,1Fam,1Story,5,5,1956,CBlock,Attchd,NA,135000
1072,60,11700,Pave,AllPub,NWAmes,1Fam,2Story,6,6,1968,CBlock,Attchd,NA,154000
1073,50,7585,Pave,AllPub,Edwards,1Fam,1.5Fin,5,3,1948,CBlock,Detchd,NA,91500
1074,60,7950,Pave,AllPub,Edwards,1Fam,2Story,6,6,1977,CBlock,Attchd,NA,159500
1075,20,8556,Pave,AllPub,CollgCr,1Fam,1Story,7,5,2006,PConc,Attchd,NA,194000
1076,70,13125,Pave,AllPub,Crawfor,1Fam,2Story,7,6,1940,CBlock,Attchd,NA,219500
1077,50,10800,Pave,AllPub,OldTown,1Fam,1.5Fin,5,8,1936,CBlock,Attchd,NA,170000
1078,20,15870,Pave,AllPub,NAmes,1Fam,1Story,5,5,1969,CBlock,Attchd,NA,138800
1079,120,4435,Pave,AllPub,CollgCr,TwnhsE,1Story,6,5,2004,PConc,Attchd,NA,155900
1080,20,8775,Pave,AllPub,CollgCr,1Fam,1Story,5,5,1994,PConc,Attchd,NA,126000
1081,20,11040,Pave,AllPub,NWAmes,1Fam,1Story,6,7,1971,CBlock,Attchd,NA,145000
1082,20,7500,Pave,AllPub,Sawyer,1Fam,1Story,5,5,1963,CBlock,Attchd,NA,133000
1083,20,8749,Pave,AllPub,CollgCr,1Fam,1Story,7,5,2002,PConc,Attchd,NA,192000
1084,20,8800,Pave,AllPub,NAmes,1Fam,1Story,6,6,1964,CBlock,Attchd,NA,160000
1085,60,13031,Pave,AllPub,Gilbert,1Fam,2Story,6,5,1995,PConc,Attchd,NA,187500
1086,85,9069,Pave,AllPub,SawyerW,1Fam,SFoyer,6,6,1992,PConc,Attchd,NA,147000
1087,160,1974,Pave,AllPub,MeadowV,TwnhsE,2Story,4,5,1973,CBlock,Attchd,NA,83500
1088,60,10574,Pave,AllPub,Somerst,1Fam,2Story,8,5,2005,PConc,Attchd,NA,252000
1089,160,2522,Pave,AllPub,Edwards,Twnhs,2Story,7,5,2004,PConc,Detchd,NA,137500
1090,120,3316,Pave,AllPub,Somerst,TwnhsE,1Story,8,5,2005,PConc,Attchd,NA,197000
1091,90,8544,Pave,AllPub,NAmes,Duplex,1Story,3,4,1950,Slab,Detchd,NA,92900
1092,160,2160,Pave,AllPub,Somerst,Twnhs,2Story,7,5,1999,PConc,Detchd,NA,160000
1093,50,8400,Pave,AllPub,SWISU,1Fam,1.5Fin,6,5,1925,PConc,Detchd,NA,136500
1094,20,9230,Pave,AllPub,NAmes,1Fam,1Story,5,8,1965,CBlock,Detchd,NA,146000
1095,20,5868,Pave,AllPub,NAmes,1Fam,1Story,5,7,1956,CBlock,Attchd,NA,129000
1096,20,9317,Pave,AllPub,CollgCr,1Fam,1Story,6,5,2006,PConc,Attchd,NA,176432
1097,70,6882,Pave,AllPub,IDOTRR,1Fam,2Story,6,7,1914,PConc,NA,NA,127000
1098,120,3696,Pave,AllPub,StoneBr,TwnhsE,1Story,8,5,1986,CBlock,Attchd,NA,170000
1099,50,6000,Pave,AllPub,BrkSide,1Fam,1.5Fin,4,6,1936,BrkTil,Detchd,NA,128000
1100,20,11880,Pave,AllPub,NWAmes,1Fam,1Story,7,5,1978,CBlock,Attchd,NA,157000
1101,30,8400,Pave,AllPub,SWISU,1Fam,1Story,2,5,1920,CBlock,Detchd,NA,60000
1102,20,9758,Pave,AllPub,NAmes,1Fam,1Story,5,5,1971,CBlock,Detchd,NA,119500
1103,20,7000,Pave,AllPub,NAmes,1Fam,1Story,5,7,1960,CBlock,Attchd,NA,135000
1104,20,8910,Pave,AllPub,NAmes,1Fam,1Story,6,6,1959,CBlock,BuiltIn,NA,159500
1105,160,2016,Pave,AllPub,BrDale,TwnhsE,2Story,5,5,1970,CBlock,Detchd,NA,106000
1106,60,12256,Pave,AllPub,NoRidge,1Fam,2Story,8,5,1994,PConc,Attchd,NA,325000
1107,20,10357,Pave,AllPub,SawyerW,1Fam,1Story,7,5,1990,PConc,Attchd,NA,179900
1108,60,23257,Pave,AllPub,Gilbert,1Fam,2Story,7,5,2006,PConc,BuiltIn,NA,274725
1109,60,8063,Pave,AllPub,Gilbert,1Fam,2Story,6,5,2000,PConc,Attchd,NA,181000
1110,20,11362,Pave,AllPub,NridgHt,1Fam,1Story,8,5,2004,PConc,Attchd,NA,280000
1111,60,8000,Pave,AllPub,Gilbert,1Fam,2Story,6,5,1995,PConc,Attchd,NA,188000
1112,60,10480,Pave,AllPub,NWAmes,1Fam,2Story,7,6,1976,CBlock,Attchd,NA,205000
1113,20,7100,Pave,AllPub,NAmes,1Fam,1Story,5,7,1957,CBlock,Detchd,NA,129900
1114,20,8923,Pave,AllPub,NAmes,1Fam,1Story,5,7,1953,CBlock,Attchd,NA,134500
1115,20,5400,Pave,AllPub,OldTown,1Fam,1Story,5,7,1954,CBlock,Detchd,NA,117000
1116,20,12085,Pave,AllPub,NridgHt,1Fam,1Story,8,5,2007,PConc,Attchd,NA,318000
1117,80,7750,Pave,AllPub,Gilbert,1Fam,SLvl,8,5,2002,PConc,BuiltIn,NA,184100
1118,20,9764,Pave,AllPub,Sawyer,1Fam,1Story,5,7,1967,CBlock,Attchd,NA,130000
1119,80,13825,Pave,AllPub,Sawyer,1Fam,SLvl,5,6,1958,CBlock,BuiltIn,NA,140000
1120,20,7560,Pave,AllPub,NAmes,1Fam,1Story,5,5,1959,CBlock,Attchd,NA,133700
1121,30,8263,Pave,AllPub,IDOTRR,1Fam,1Story,6,5,1920,BrkTil,Detchd,NA,118400
1122,20,10084,Pave,AllPub,CollgCr,1Fam,1Story,7,5,2005,PConc,Attchd,NA,212900
1123,20,8926,Pave,AllPub,Edwards,1Fam,1Story,4,3,1956,CBlock,Basment,NA,112000
1124,20,9405,Pave,AllPub,Edwards,1Fam,1Story,5,9,1947,CBlock,NA,NA,118000
1125,80,9125,Pave,AllPub,Gilbert,1Fam,SLvl,7,5,1992,PConc,Attchd,NA,163900
1126,20,10434,Pave,AllPub,NAmes,1Fam,1Story,4,5,1955,CBlock,Detchd,NA,115000
1127,120,3684,Pave,AllPub,Blmngtn,TwnhsE,1Story,7,5,2007,PConc,Attchd,NA,174000
1128,20,14572,Pave,AllPub,Gilbert,1Fam,1Story,7,5,2004,PConc,Attchd,NA,259000
1129,60,11796,Pave,AllPub,Gilbert,1Fam,2Story,7,5,2004,PConc,BuiltIn,NA,215000
1130,90,7200,Pave,AllPub,OldTown,Duplex,SFoyer,5,5,1980,CBlock,Detchd,NA,140000
1131,50,7804,Pave,AllPub,SWISU,1Fam,1.5Fin,4,3,1928,BrkTil,Detchd,NA,135000
1132,20,10712,Pave,AllPub,Mitchel,1Fam,1Story,5,5,1991,PConc,NA,NA,93500
1133,70,9900,Pave,AllPub,OldTown,1Fam,2Story,6,4,1880,BrkTil,Detchd,NA,117500
1134,60,9828,Pave,AllPub,SawyerW,1Fam,2Story,8,5,1995,PConc,Attchd,NA,239500
1135,60,8773,Pave,AllPub,Gilbert,1Fam,2Story,6,5,1997,PConc,Attchd,NA,169000
1136,30,6180,Pave,AllPub,BrkSide,1Fam,1Story,6,5,1926,BrkTil,Detchd,NA,102000
1137,50,9600,Pave,AllPub,NAmes,1Fam,1.5Fin,6,5,1950,CBlock,Attchd,NA,119000
1138,50,6342,Pave,AllPub,Sawyer,1Fam,1.5Fin,5,8,1875,CBlock,NA,NA,94000
1139,20,9819,Pave,AllPub,Mitchel,1Fam,1Story,6,5,1977,PConc,Attchd,NA,196000
1140,30,8731,Pave,AllPub,BrkSide,1Fam,1Story,5,5,1920,BrkTil,Detchd,NA,144000
1141,20,7350,Pave,AllPub,NAmes,1Fam,1Story,5,7,1951,CBlock,Detchd,NA,139000
1142,60,10304,Pave,AllPub,NWAmes,1Fam,2Story,5,7,1976,CBlock,Attchd,NA,197500
1143,60,9965,Pave,AllPub,CollgCr,1Fam,2Story,8,5,2006,PConc,BuiltIn,NA,424870
1144,20,9000,Pave,AllPub,Sawyer,1Fam,1Story,5,3,1959,CBlock,NA,NA,80000
1145,190,12180,Pave,AllPub,Edwards,2fmCon,1.5Fin,4,4,1941,BrkTil,Detchd,NA,80000
1146,50,6240,Pave,AllPub,BrkSide,1Fam,1.5Fin,5,6,1928,BrkTil,Detchd,NA,149000
1147,20,11200,Pave,AllPub,SawyerW,1Fam,1Story,6,5,1985,CBlock,Attchd,NA,180000
1148,70,12000,Pave,AllPub,Crawfor,1Fam,2Story,7,7,1941,CBlock,Attchd,NA,174500
1149,50,5700,Pave,AllPub,OldTown,1Fam,1.5Fin,7,7,1926,PConc,Detchd,NA,116900
1150,70,9000,Pave,AllPub,OldTown,1Fam,2Story,7,9,1920,PConc,Detchd,NA,143000
1151,20,8280,Pave,AllPub,NAmes,1Fam,1Story,6,5,1950,CBlock,Attchd,NA,124000
1152,20,17755,Pave,AllPub,Edwards,1Fam,1Story,5,4,1959,CBlock,Attchd,NA,149900
1153,20,14115,Pave,AllPub,Crawfor,1Fam,1Story,6,7,1956,PConc,Attchd,NA,230000
1154,30,5890,Pave,AllPub,IDOTRR,1Fam,1Story,6,8,1930,BrkTil,Detchd,NA,120500
1155,60,13700,Pave,AllPub,NAmes,1Fam,2Story,7,6,1965,CBlock,Attchd,NA,201800
1156,20,10768,Pave,AllPub,Veenker,1Fam,1Story,5,8,1976,CBlock,Attchd,NA,218000
1157,80,9350,Pave,AllPub,NAmes,1Fam,SLvl,5,8,1965,PConc,Attchd,NA,179900
1158,120,5001,Pave,AllPub,NridgHt,Twnhs,1Story,7,5,2007,PConc,Attchd,NA,230000
1159,20,11932,Pave,AllPub,Somerst,1Fam,1Story,8,5,2007,PConc,Attchd,NA,235128
1160,60,9120,Pave,AllPub,NWAmes,1Fam,2Story,6,6,1974,CBlock,Attchd,NA,185000
1161,160,2280,Pave,AllPub,NPkVill,Twnhs,2Story,6,5,1978,CBlock,Attchd,NA,146000
1162,20,14778,Pave,AllPub,Crawfor,1Fam,1Story,6,7,1954,CBlock,Detchd,NA,224000
1163,20,8724,Pave,AllPub,Sawyer,1Fam,1Story,5,5,1968,CBlock,Attchd,NA,129000
1164,90,12900,Pave,AllPub,Sawyer,Duplex,SFoyer,4,4,1969,CBlock,CarPort,NA,108959
1165,80,16157,Pave,AllPub,Veenker,1Fam,SLvl,5,7,1978,PConc,Attchd,NA,194000
1166,20,9541,Pave,AllPub,NridgHt,1Fam,1Story,7,5,2009,PConc,Attchd,NA,233170
1167,20,10475,Pave,AllPub,CollgCr,1Fam,1Story,8,5,2008,PConc,Attchd,NA,245350
1168,60,10852,Pave,AllPub,Gilbert,1Fam,2Story,6,5,2000,PConc,Attchd,NA,173000
1169,70,13728,Pave,AllPub,Edwards,1Fam,2Story,6,7,1935,CBlock,Basment,NA,235000
1170,60,35760,Pave,AllPub,NoRidge,1Fam,2Story,10,5,1995,PConc,Attchd,NA,625000
1171,80,9880,Pave,AllPub,Mitchel,1Fam,SLvl,6,6,1977,CBlock,Attchd,Gd,171000
1172,20,9120,Pave,AllPub,NAmes,1Fam,1Story,6,6,1958,CBlock,Attchd,NA,163000
1173,160,4017,Pave,AllPub,Somerst,TwnhsE,2Story,7,5,2006,PConc,Detchd,NA,171900
1174,50,18030,Pave,AllPub,ClearCr,1Fam,1.5Fin,5,6,1946,CBlock,NA,NA,200500
1175,70,16560,Pave,AllPub,Crawfor,1Fam,2Story,6,8,1932,BrkTil,Detchd,NA,239000
1176,50,10678,Pave,AllPub,NoRidge,1Fam,1.5Fin,8,5,1992,PConc,Attchd,NA,285000
1177,20,6951,Pave,AllPub,Mitchel,1Fam,1Story,5,5,1984,CBlock,Attchd,NA,119500
1178,50,3950,Pave,AllPub,OldTown,1Fam,1.5Fin,6,8,1926,CBlock,Detchd,NA,115000
1179,50,7681,Pave,AllPub,Crawfor,1Fam,1.5Fin,5,6,1921,BrkTil,Detchd,NA,154900
1180,20,8335,Pave,AllPub,Edwards,1Fam,1Story,5,5,1954,Slab,NA,NA,93000
1181,60,11170,Pave,AllPub,Timber,1Fam,2Story,7,5,1990,Wood,Attchd,NA,250000
1182,120,5587,Pave,AllPub,Crawfor,TwnhsE,1Story,8,5,2008,PConc,Attchd,NA,392500
1183,60,15623,Pave,AllPub,NoRidge,1Fam,2Story,10,5,1996,PConc,Attchd,Ex,745000
1184,30,10800,Pave,AllPub,OldTown,1Fam,1Story,5,6,1920,BrkTil,Detchd,NA,120000
1185,20,35133,Grvl,AllPub,Timber,1Fam,1Story,5,4,1963,CBlock,2Types,NA,186700
1186,50,9738,Pave,AllPub,Edwards,1Fam,1.5Fin,5,7,1924,BrkTil,Attchd,NA,104900
1187,190,10615,Pave,AllPub,OldTown,2fmCon,2Story,3,5,1900,CBlock,CarPort,NA,95000
1188,20,12461,Pave,AllPub,NoRidge,1Fam,1Story,8,5,1994,PConc,Attchd,NA,262000
1189,60,8935,Pave,AllPub,CollgCr,1Fam,2Story,7,5,2002,PConc,Attchd,NA,195000
1190,60,7500,Pave,AllPub,Gilbert,1Fam,2Story,7,5,1999,PConc,Attchd,NA,189000
1191,190,32463,Pave,AllPub,Mitchel,2fmCon,1Story,4,4,1961,CBlock,2Types,NA,168000
1192,160,2645,Pave,AllPub,Somerst,Twnhs,2Story,8,5,1999,PConc,Detchd,NA,174000
1193,50,9600,Pave,AllPub,OldTown,1Fam,1.5Fin,5,8,1925,PConc,Detchd,NA,125000
1194,120,4500,Pave,AllPub,Mitchel,TwnhsE,1Story,6,5,1999,PConc,Attchd,NA,165000
1195,60,9364,Pave,AllPub,Sawyer,1Fam,2Story,6,7,1969,CBlock,Attchd,NA,158000
1196,60,8029,Pave,AllPub,Gilbert,1Fam,2Story,6,5,2005,PConc,Attchd,NA,176000
1197,60,14054,Pave,AllPub,Gilbert,1Fam,2Story,7,5,2006,PConc,BuiltIn,NA,219210
1198,75,8850,Pave,AllPub,OldTown,1Fam,2.5Unf,7,6,1916,BrkTil,Detchd,NA,144000
1199,20,9100,Pave,AllPub,CollgCr,1Fam,1Story,7,5,2001,PConc,Attchd,NA,178000
1200,20,11235,Pave,AllPub,Sawyer,1Fam,1Story,4,5,1963,CBlock,Attchd,NA,148000
1201,20,9353,Pave,AllPub,NAmes,1Fam,1Story,4,5,1970,CBlock,Attchd,NA,116050
1202,60,10400,Pave,AllPub,CollgCr,1Fam,2Story,7,5,1998,PConc,Attchd,NA,197900
1203,50,6000,Pave,AllPub,BrkSide,1Fam,1.5Fin,5,8,1925,BrkTil,Detchd,NA,117000
1204,20,9750,Pave,AllPub,CollgCr,1Fam,1Story,7,5,2000,PConc,Attchd,NA,213000
1205,20,10140,Pave,AllPub,NWAmes,1Fam,1Story,5,6,1975,CBlock,Attchd,NA,153500
1206,20,14684,Pave,AllPub,SawyerW,1Fam,1Story,7,7,1990,CBlock,Attchd,NA,271900
1207,20,8900,Pave,AllPub,SawyerW,1Fam,1Story,4,4,1966,CBlock,Detchd,NA,107000
1208,20,9135,Pave,AllPub,CollgCr,1Fam,1Story,6,5,2003,PConc,Attchd,NA,200000
1209,20,7763,Pave,AllPub,NAmes,1Fam,1Story,5,7,1962,CBlock,Detchd,NA,140000
1210,20,10182,Pave,AllPub,Somerst,1Fam,1Story,8,5,2006,PConc,Attchd,NA,290000
1211,60,11218,Pave,AllPub,SawyerW,1Fam,2Story,6,5,1992,PConc,Attchd,NA,189000
1212,50,12134,Pave,AllPub,Gilbert,1Fam,1.5Fin,8,7,1988,Wood,Basment,NA,164000
1213,30,9340,Pave,AllPub,Edwards,1Fam,1Story,4,6,1941,CBlock,Attchd,NA,113000
1214,80,10246,Pave,AllPub,Sawyer,1Fam,SLvl,4,9,1965,CBlock,Attchd,NA,145000
1215,85,10205,Pave,AllPub,NAmes,1Fam,SFoyer,5,5,1962,CBlock,Attchd,NA,134500
1216,20,7094,Pave,AllPub,Sawyer,1Fam,1Story,5,5,1966,CBlock,Detchd,NA,125000
1217,90,8930,Pave,AllPub,Sawyer,Duplex,1.5Fin,6,5,1978,Slab,Attchd,NA,112000
1218,20,8640,Pave,AllPub,Somerst,1Fam,1Story,8,5,2009,PConc,Attchd,NA,229456
1219,50,6240,Pave,AllPub,BrkSide,1Fam,1.5Fin,4,5,1947,Slab,NA,NA,80500
1220,160,1680,Pave,AllPub,BrDale,Twnhs,2Story,6,5,1971,CBlock,NA,NA,91500
1221,20,7800,Pave,AllPub,NAmes,1Fam,1Story,5,5,1964,CBlock,Attchd,NA,115000
1222,20,8250,Pave,AllPub,Sawyer,1Fam,1Story,5,5,1968,CBlock,Attchd,NA,134000
1223,50,10496,Pave,AllPub,NAmes,1Fam,1.5Fin,6,6,1949,CBlock,Attchd,NA,143000
1224,20,10680,Pave,AllPub,NAmes,1Fam,1Story,5,3,1951,CBlock,Detchd,NA,137900
1225,60,15384,Pave,AllPub,Gilbert,1Fam,2Story,7,5,2004,PConc,Attchd,NA,184000
1226,80,10482,Pave,AllPub,NAmes,1Fam,SLvl,6,8,1958,CBlock,Attchd,NA,145000
1227,60,14598,Pave,AllPub,Somerst,1Fam,2Story,6,5,2007,PConc,BuiltIn,NA,214000
1228,20,8872,Pave,AllPub,NAmes,1Fam,1Story,5,8,1965,CBlock,Detchd,NA,147000
1229,120,8769,Pave,AllPub,NridgHt,TwnhsE,1Story,9,5,2008,PConc,Attchd,NA,367294
1230,80,7910,Pave,AllPub,NAmes,1Fam,SLvl,5,5,1960,CBlock,Basment,NA,127000
1231,90,18890,Pave,AllPub,Sawyer,Duplex,1.5Fin,5,5,1977,CBlock,BuiltIn,NA,190000
1232,90,7728,Pave,AllPub,NAmes,Duplex,SLvl,5,6,1962,CBlock,Attchd,NA,132500
1233,90,9842,Pave,AllPub,NAmes,Duplex,1Story,4,5,1962,Slab,CarPort,NA,101800
1234,20,12160,Pave,AllPub,NAmes,1Fam,1Story,5,5,1959,CBlock,Attchd,NA,142000
1235,70,8525,Pave,AllPub,SWISU,1Fam,2Story,5,6,1911,PConc,NA,NA,130000
1236,70,13132,Pave,AllPub,Crawfor,1Fam,2Story,5,5,1914,BrkTil,Detchd,NA,138887
1237,160,2628,Pave,AllPub,NridgHt,Twnhs,2Story,7,5,2003,PConc,BuiltIn,NA,175500
1238,60,12393,Pave,AllPub,CollgCr,1Fam,2Story,7,5,2004,PConc,BuiltIn,NA,195000
1239,20,13072,Pave,AllPub,SawyerW,1Fam,1Story,6,5,2005,PConc,Detchd,NA,142500
1240,20,9037,Pave,AllPub,Timber,1Fam,1Story,8,5,2006,PConc,Attchd,NA,265900
1241,60,8158,Pave,AllPub,CollgCr,1Fam,2Story,7,5,2003,PConc,Attchd,NA,224900
1242,20,9849,Pave,AllPub,Somerst,1Fam,1Story,7,6,2007,PConc,Attchd,NA,248328
1243,85,10625,Pave,AllPub,NWAmes,1Fam,SFoyer,7,6,1974,CBlock,Attchd,NA,170000
1244,20,13891,Pave,AllPub,NridgHt,1Fam,1Story,10,5,2006,PConc,Attchd,NA,465000
1245,70,11435,Pave,AllPub,Crawfor,1Fam,2Story,8,7,1929,PConc,Detchd,NA,230000
1246,80,12090,Pave,AllPub,NWAmes,1Fam,SLvl,6,7,1984,CBlock,BuiltIn,NA,178000
1247,60,8125,Pave,AllPub,Somerst,1Fam,2Story,7,5,2005,PConc,Attchd,NA,186500
1248,80,12328,Pave,AllPub,Mitchel,1Fam,SLvl,6,5,1976,CBlock,Attchd,NA,169900
1249,75,9600,Pave,AllPub,OldTown,1Fam,2.5Unf,6,5,1917,BrkTil,Detchd,NA,129500
1250,20,7200,Pave,AllPub,NAmes,1Fam,1Story,5,7,1950,CBlock,Attchd,NA,119000
1251,20,11160,Pave,AllPub,NAmes,1Fam,1Story,7,5,1968,CBlock,Attchd,NA,244000
1252,120,3136,Pave,AllPub,NridgHt,TwnhsE,1Story,7,5,2003,PConc,Attchd,NA,171750
1253,20,9858,Pave,AllPub,Mitchel,1Fam,1Story,5,6,1968,CBlock,Attchd,NA,130000
1254,60,17542,Pave,AllPub,Veenker,1Fam,2Story,7,7,1974,CBlock,Attchd,NA,294000
1255,60,6931,Pave,AllPub,Edwards,1Fam,2Story,7,5,2003,PConc,BuiltIn,NA,165400
1256,50,6240,Pave,AllPub,BrkSide,1Fam,1.5Fin,6,6,1931,BrkTil,Detchd,NA,127500
1257,20,14303,Pave,AllPub,NoRidge,1Fam,1Story,8,5,1994,PConc,Attchd,NA,301500
1258,30,4060,Pave,AllPub,Edwards,1Fam,1Story,5,8,1922,PConc,NA,NA,99900
1259,80,9587,Pave,AllPub,Gilbert,1Fam,SLvl,7,5,2005,PConc,Attchd,NA,190000
1260,20,9750,Pave,AllPub,NAmes,1Fam,1Story,6,8,1969,CBlock,Attchd,NA,151000
1261,60,24682,Pave,AllPub,Gilbert,1Fam,2Story,6,5,1999,PConc,BuiltIn,NA,181000
1262,20,9600,Pave,AllPub,NAmes,1Fam,1Story,5,6,1956,CBlock,Attchd,NA,128900
1263,50,11250,Pave,AllPub,ClearCr,1Fam,1.5Fin,4,5,1957,CBlock,Attchd,NA,161500
1264,70,13515,Pave,AllPub,BrkSide,1Fam,2Story,6,6,1919,PConc,Detchd,NA,180500
1265,120,4060,Pave,AllPub,NAmes,TwnhsE,1Story,6,5,1998,PConc,Attchd,NA,181000
1266,160,3735,Pave,AllPub,Somerst,TwnhsE,2Story,7,5,1999,PConc,Detchd,NA,183900
1267,190,10120,Pave,AllPub,OldTown,2fmCon,2.5Unf,7,4,1910,CBlock,Detchd,NA,122000
1268,20,13214,Pave,AllPub,Timber,1Fam,1Story,9,5,2008,PConc,Attchd,NA,378500
1269,50,14100,Pave,AllPub,Crawfor,1Fam,1.5Fin,8,9,1935,CBlock,BuiltIn,NA,381000
1270,50,11344,Pave,AllPub,NAmes,1Fam,1.5Fin,5,5,1958,CBlock,Attchd,NA,144000
1271,40,23595,Pave,AllPub,ClearCr,1Fam,1Story,7,6,1979,PConc,Attchd,NA,260000
1272,20,9156,Pave,AllPub,NWAmes,1Fam,1Story,6,7,1968,CBlock,Attchd,NA,185750
1273,20,13526,Pave,AllPub,Sawyer,1Fam,1Story,5,6,1965,CBlock,Attchd,NA,137000
1274,80,11512,Pave,AllPub,Edwards,1Fam,SLvl,6,7,1959,CBlock,Basment,NA,177000
1275,50,5362,Pave,AllPub,Crawfor,1Fam,1.5Fin,5,6,1910,PConc,Detchd,NA,139000
1276,90,11345,Pave,AllPub,NAmes,Duplex,2Story,5,5,1948,CBlock,Detchd,NA,137000
1277,60,12936,Pave,AllPub,NWAmes,1Fam,2Story,6,6,1972,CBlock,Attchd,NA,162000
1278,80,17871,Pave,AllPub,NWAmes,1Fam,SLvl,6,5,1967,CBlock,Attchd,NA,197900
1279,60,9473,Pave,AllPub,CollgCr,1Fam,2Story,8,5,2002,PConc,Attchd,NA,237000
1280,50,7500,Pave,AllPub,IDOTRR,1Fam,1.5Fin,4,4,1920,CBlock,Detchd,NA,68400
1281,20,9808,Pave,AllPub,CollgCr,1Fam,1Story,7,5,2002,PConc,Attchd,NA,227000
1282,20,8049,Pave,AllPub,Timber,1Fam,1Story,7,5,1990,CBlock,Attchd,NA,180000
